CRIMETYPE,DATETIME,CASENUMBER,DESCRIPTION,POLICEBEAT,ADDRESS,CITY,STATE,Location
FELONY ASSAULT,09/02/2014 01:36:00 AM,14-044475,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,18Y,2000 E 26TH ST,Oakland,CA,"2000 E 26TH ST
Oakland, CA
(37.79462523200044, -122.23153509499969)"
BURG - COMMERCIAL,08/29/2014 06:00:00 PM,14-044530,BURGLARY-FORCIBLE ENTRY,33X,1200 93RD AV,Oakland,CA,"1200 93RD AV
Oakland, CA
(37.746364805000496, -122.17645175499968)"
GRAND THEFT,08/31/2014 01:05:00 PM,14-044266,MURDER,26X,5400 COLISEUM WAY,Oakland,CA,"5400 COLISEUM WAY
Oakland, CA
(37.76221442700046, -122.21212472599973)"
BURG - RESIDENTIAL,08/27/2014 12:00:00 AM,14-044389,ATTEMPTED BURGLARY,03Y,700 MARTIN LUTHER KING JR W,Oakland,CA,"700 MARTIN LUTHER KING JR W
Oakland, CA
(37.80508210800048, -122.27306651899971)"
MISDEMEANOR ASSAULT,09/01/2014 03:00:00 PM,14-044408,BATTERY,29X,3000 58TH AV,Oakland,CA,"3000 58TH AV
Oakland, CA
(37.775626409000495, -122.18747298999972)"
GRAND THEFT,08/20/2014 12:00:00 AM,14-043276,GRAND THEFT,26Y,1000 71ST AV,Oakland,CA,"1000 71ST AV
Oakland, CA
(37.75681760000049, -122.19349832799969)"
STOLEN VEHICLE,09/02/2014 04:24:00 PM,14-044623,VEHICLE THEFT - AUTO,06X,700 SYCAMORE ST,Oakland,CA,"700 SYCAMORE ST
Oakland, CA
(37.81589750700044, -122.27325460899971)"
ROBBERY,09/02/2014 02:50:00 AM,14-044479,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",27X,1400 44TH AV,Oakland,CA,"1400 44TH AV
Oakland, CA
(37.772016360000464, -122.21389056599969)"
BURG - AUTO,09/01/2014 09:17:00 AM,14-044373,BURGLARY-AUTO,31X,400 HEGENBERGER RD,Oakland,CA,"400 HEGENBERGER RD
Oakland, CA
(37.736277206000466, -122.19687663099972)"
MISDEMEANOR ASSAULT,08/20/2014 12:00:00 AM,14-042213,THREAT CRIME:INT:TERRORIZE,16X,1100 PORTAL AV,Oakland,CA,"1100 PORTAL AV
Oakland, CA
(37.81482703600045, -122.2282211319997)"
MISDEMEANOR ASSAULT,09/01/2014 04:00:00 PM,14-044529,BATTERY,10X,BATTERY 242PC(NIC) SGT. A. PEREZ,Oakland,CA,"BATTERY 242PC(NIC) SGT. A. PEREZ
Oakland, CA
(37.80508210800048, -122.27306651899971)"
DOMESTIC VIOLENCE,09/02/2014 01:58:00 PM,14-044591,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,21Y,2600 INTERNATIONAL BLVD.,Oakland,CA,"2600 INTERNATIONAL BLVD.
Oakland, CA
(37.78138551300049, -122.23247420399969)"
GRAND THEFT,09/01/2014 02:37:00 AM,14-044337,GRAND THEFT,12Y,5300 COLLEGE AV,Oakland,CA,"5300 COLLEGE AV
Oakland, CA
(37.83807155900047, -122.25126465799968)"
DOMESTIC VIOLENCE,09/02/2014 11:00:00 PM,14-044695,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,27Y,6500 INTERNATIONAL BLVD,Oakland,CA,"6500 INTERNATIONAL BLVD
Oakland, CA
(37.762686284000495, -122.19436709199971)"
DISORDERLY CONDUCT,08/29/2014 09:00:00 AM,14-043887,DISTURB THE PEACE,30Y,7300 GARFIELD AV,Oakland,CA,"7300 GARFIELD AV
Oakland, CA
(37.76676595900045, -122.1754616079997)"
MISDEMEANOR ASSAULT,09/01/2014 07:55:00 PM,14-044442,BATTERY,02X,700 MANDELA PKWY,Oakland,CA,"700 MANDELA PKWY
Oakland, CA
(37.80509800000044, -122.2935213829997)"
MISDEMEANOR ASSAULT,09/02/2014 08:17:00 AM,14-044512,BATTERY,02Y,1400 7TH ST,Oakland,CA,"1400 7TH ST
Oakland, CA
(37.80514786900045, -122.29404292599969)"
DOMESTIC VIOLENCE,09/02/2014 09:30:00 AM,14-044521,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,11X,600 56TH ST,Oakland,CA,"600 56TH ST
Oakland, CA
(37.84125369300045, -122.26475764199972)"
BURG - RESIDENTIAL,09/02/2014 01:00:00 AM,14-044552,BURGLARY-NO FORCE,08X,400 38TH ST,Oakland,CA,"400 38TH ST
Oakland, CA
(37.826571741000464, -122.26039549899969)"
BURG - RESIDENTIAL,09/02/2014 11:00:00 AM,14-044651,BURGLARY-FORCIBLE ENTRY,11X,5900 MACCALL ST,Oakland,CA,"5900 MACCALL ST
Oakland, CA
(37.84450751100047, -122.2669654549997)"
STOLEN VEHICLE,08/31/2014 06:00:00 PM,14-044502,SC STOLEN VEHICLE - AUTO,26Y,6600 EASTLAWN ST,Oakland,CA,"6600 EASTLAWN ST
Oakland, CA
(37.76008890100047, -122.19622122299972)"
GRAND THEFT,08/28/2014 02:39:00 PM,14-044533,GRAND THEFT:MONEY/LABOR/PROPERTY  OVER $400,27Y,6000 INTERNATIONAL BLVD,Oakland,CA,"6000 INTERNATIONAL BLVD
Oakland, CA
(37.76467321000047, -122.19853630599971)"
STOLEN VEHICLE,09/02/2014 02:00:00 AM,14-044515,VEHICLE THEFT - AUTO,33X,1100 ELMHURST AV,Oakland,CA,"1100 ELMHURST AV
Oakland, CA
(37.74363505400049, -122.17683339499968)"
MISDEMEANOR ASSAULT,09/01/2014 04:30:00 PM,14-044420,BATTERY,19X,1100 3RD AV,Oakland,CA,"1100 3RD AV
Oakland, CA
(37.79595611700046, -122.2572033239997)"
PETTY THEFT,09/01/2014 01:37:00 AM,14-044333,THEFT,08X,400 36TH ST,Oakland,CA,"400 36TH ST
Oakland, CA
(37.82384284100044, -122.26210983799967)"
FELONY ASSAULT,09/01/2014 06:30:00 PM,14-044434,SHOOT AT INHABITED DWELLING/VEHICLE/ETC,21Y,3000 FOOTHILL BLVD,Oakland,CA,"3000 FOOTHILL BLVD
Oakland, CA
(37.78405046800049, -122.22354125799973)"
FELONY ASSAULT,09/01/2014 05:15:00 PM,14-044427,ASSAULT WITH FIREARM ON PERSON,29X,2800 HAVENSCOURT BLVD,Oakland,CA,"2800 HAVENSCOURT BLVD
Oakland, CA
(37.76970934300044, -122.18193795099972)"
MISDEMEANOR ASSAULT,09/02/2014 08:45:00 AM,14-044517,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,09X,00 RIO VISTA AV,Oakland,CA,"00 RIO VISTA AV
Oakland, CA
(37.82376822000049, -122.25418442399967)"
STOLEN AND RECOVERED VEHICLE,09/01/2014 02:00:00 PM,14-044404,VEHICLE THEFT - AUTO,28X,3100 HIGH ST,Oakland,CA,"3100 HIGH ST
Oakland, CA
(37.78466490700049, -122.19994643999968)"
STOLEN VEHICLE,09/03/2014 05:41:00 AM,14-044721,ATTEMPT VEHICLE THEFT-AUTO,34X,9300 WALNUT ST,Oakland,CA,"9300 WALNUT ST
Oakland, CA
(37.748923430000445, -122.17094005099972)"
DOMESTIC VIOLENCE,08/31/2014 11:30:00 PM,14-044497,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,30X,7400 LOCKWOOD ST,Oakland,CA,"7400 LOCKWOOD ST
Oakland, CA
(37.76246907600046, -122.1806687019997)"
BURG - RESIDENTIAL,09/01/2014 06:50:00 PM,14-044370,BURGLARY-FORCIBLE ENTRY,24X,3500 CUSTER AVE,Oakland,CA,"3500 CUSTER AVE
Oakland, CA
(37.785503244000495, -122.21445833199971)"
STOLEN VEHICLE,09/01/2014 07:30:00 PM,14-044541,VEHICLE THEFT - AUTO,32X,10700 APRICOT ST,Oakland,CA,"10700 APRICOT ST
Oakland, CA
(37.735054569000454, -122.17202596999971)"
DOMESTIC VIOLENCE,09/02/2014 04:40:00 PM,14-044630,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,29X,6600 MACARTHUR BLVD,Oakland,CA,"6600 MACARTHUR BLVD
Oakland, CA
(37.7725314650005, -122.17783608799971)"
BURG - AUTO,08/31/2014 10:00:00 PM,14-044371,BURGLARY-AUTO,32X,9800 WALNUT ST,Oakland,CA,"9800 WALNUT ST
Oakland, CA
(37.74534962500047, -122.1682220999997)"
BURG - RESIDENTIAL,09/02/2014 08:45:00 AM,14-044672,BURGLARY-FORCIBLE ENTRY,32Y,2300 WARNER AVE,Oakland,CA,"2300 WARNER AVE
Oakland, CA
(37.74774487500048, -122.15975306099972)"
MISDEMEANOR ASSAULT,09/01/2014 07:50:00 PM,14-044444,BATTERY,10Y,4400 MARTIN LUTHER KING JR W,Oakland,CA,"4400 MARTIN LUTHER KING JR W
Oakland, CA
(37.80508210800048, -122.27306651899971)"
BURG - AUTO,08/23/2014 12:00:00 AM,14-042799,BURGLARY-AUTO,31X,7200 EDGEWATER DR,Oakland,CA,"7200 EDGEWATER DR
Oakland, CA
(37.74904096300048, -122.20922576699968)"
PETTY THEFT,08/30/2014 12:00:00 AM,14-044174,THEFT,28X,3200 HERRIOTT AV,Oakland,CA,"3200 HERRIOTT AV
Oakland, CA
(37.7835220770005, -122.19709290299971)"
FELONY ASSAULT,09/02/2014 07:00:00 PM,14-044662,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,30X,8100 BIRCH ST,Oakland,CA,"8100 BIRCH ST
Oakland, CA
(37.758754904000455, -122.17429857999969)"
DOMESTIC VIOLENCE,09/02/2014 06:07:00 PM,14-044676,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,17Y,2300 14TH AV,Oakland,CA,"2300 14TH AV
Oakland, CA
(37.79493404300047, -122.23774013199971)"
DOMESTIC VIOLENCE,09/03/2014 10:00:00 AM,14-044687,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,34X,1700 85TH AVE.,Oakland,CA,"1700 85TH AVE.
Oakland, CA
(37.75524484800047, -122.17383688699971)"
MISDEMEANOR ASSAULT,08/21/2014 07:55:00 PM,13-008568,BATTERY,03X,600 WEBSTER ST,Oakland,CA,"600 WEBSTER ST
Oakland, CA
(37.79794799500047, -122.2721325489997)"
NARCOTICS,08/28/2014 03:00:00 PM,14-043755,POSSESS NARCOTIC CONTROLLED SUBSTANCE,06X,3600 MARTIN LUTHER KING JR W,Oakland,CA,"3600 MARTIN LUTHER KING JR W
Oakland, CA
(37.80508210800048, -122.27306651899971)"
STOLEN VEHICLE,09/01/2014 09:00:00 PM,14-044501,VEHICLE THEFT - AUTO,13X,6100 MARGARIDO DR,Oakland,CA,"6100 MARGARIDO DR
Oakland, CA
(37.847584104000475, -122.24217526399968)"
STOLEN VEHICLE,09/01/2014 11:00:00 PM,14-044503,SC STOLEN VEHICLE - AUTO,30Y,2900 76TH AV,Oakland,CA,"2900 76TH AV
Oakland, CA
(37.76849839400046, -122.1686585329997)"
MISDEMEANOR ASSAULT,08/25/2014 12:00:00 AM,14-043070,BATTERY,01X,100 5TH ST,Oakland,CA,"100 5TH ST
Oakland, CA
(37.79517470400049, -122.26750328599968)"
BURG - AUTO,08/31/2014 10:00:00 PM,14-044369,BURGLARY-AUTO,32X,9800 WALNUT ST,Oakland,CA,"9800 WALNUT ST
Oakland, CA
(37.74534962500047, -122.1682220999997)"
BURG - COMMERCIAL,09/01/2014 01:21:00 AM,14-044335,BURGLARY-FORCIBLE ENTRY,19X,700 KENNEDY ST,Oakland,CA,"700 KENNEDY ST
Oakland, CA
(37.776934697000456, -122.23759533899971)"
BURG - AUTO,08/31/2014 10:00:00 PM,14-044367,BURGLARY-AUTO,32X,9800 WALNUT ST,Oakland,CA,"9800 WALNUT ST
Oakland, CA
(37.74534962500047, -122.1682220999997)"
MISDEMEANOR ASSAULT,08/20/2014 01:30:00 PM,14-043469,BATTERY,23X,1900 33RD AV,Oakland,CA,"1900 33RD AV
Oakland, CA
(37.78258121900046, -122.22204910899973)"
STOLEN VEHICLE,09/02/2014 12:01:00 AM,14-044536,VEHICLE THEFT - AUTO,35X,3000 82ND AV,Oakland,CA,"3000 82ND AV
Oakland, CA
(37.76392498700045, -122.16234633199969)"
MISDEMEANOR ASSAULT,09/02/2014 05:15:00 PM,14-044641,BATTERY,03X,800 MADISON ST,Oakland,CA,"800 MADISON ST
Oakland, CA
(37.79775252400049, -122.2663824009997)"
BURG - RESIDENTIAL,09/02/2014 08:00:00 AM,14-044650,BURGLARY-FORCIBLE ENTRY,16Y,1100 EXCELSIOR AV,Oakland,CA,"1100 EXCELSIOR AV
Oakland, CA
(37.80531652500048, -122.23401035599971)"
,08/30/2014 09:30:00 PM,14-044674,WILLFUL CRUELTY TO CHILD,26Y,1000 69TH AV,Oakland,CA,"1000 69TH AV
Oakland, CA
(37.75787635800049, -122.1945790529997)"
PETTY THEFT,08/28/2014 06:30:00 AM,14-044539,"VANDALISM [UNDER $1,000] (AMENDED)",22X,3800 HANLY RD,Oakland,CA,"3800 HANLY RD
Oakland, CA
(37.80666348400047, -122.21466899999967)"
THREATS,09/01/2014 05:30:00 PM,14-044450,THREAT CRIME:INT:TERRORIZE,35Y,10700 HELLMAN ST,Oakland,CA,"10700 HELLMAN ST
Oakland, CA
(37.746596010000474, -122.14135894699967)"
DOMESTIC VIOLENCE,08/22/2014 12:00:00 AM,14-042506,CRUELTY TO ELDER/DEPENDANT ADULT:GBI/DEATH LIKELY,03Y,400 7TH ST,Oakland,CA,"400 7TH ST
Oakland, CA
(37.79908413700048, -122.27306541999968)"
NARCOTICS,09/02/2014 09:30:00 AM,14-044542,11364.1(A)  UNLAWFUL TO POSSESS AN OPIUM PIPE OR ANY DEVICE OR OTHER PARAPHERNALIA USED FOR INJECTING OR SMOKING A CONTROLLED SUBSTANCE,23X,1700 37TH AV,Oakland,CA,"1700 37TH AV
Oakland, CA
(37.77762857400046, -122.21897011999971)"
GRAND THEFT,09/01/2014 11:10:00 AM,14-044383,THEFT,01X,200 HARRISON ST,Oakland,CA,"200 HARRISON ST
Oakland, CA
(37.79482342400047, -122.27257245899972)"
BURG - AUTO,08/31/2014 10:00:00 PM,14-044364,BURGLARY-AUTO,32X,9800 WALNUT ST,Oakland,CA,"9800 WALNUT ST
Oakland, CA
(37.74534962500047, -122.1682220999997)"
NARCOTICS,09/02/2014 04:55:00 PM,14-044632,POSSESS CONTROLLED SUBSTANCE,20X,2300 INTERNATIONAL BLVD,Oakland,CA,"2300 INTERNATIONAL BLVD
Oakland, CA
(37.78324529700046, -122.23559458299968)"
BURG - RESIDENTIAL,09/02/2014 07:45:00 AM,14-044634,BURGLARY-FORCIBLE ENTRY,20X,2300 E 16TH ST,Oakland,CA,"2300 E 16TH ST
Oakland, CA
(37.78498002600048, -122.2342249779997)"
MISDEMEANOR ASSAULT,08/26/2014 12:00:00 AM,14-043306,DISTURB THE PEACE,29X,2600 62ND AV,Oakland,CA,"2600 62ND AV
Oakland, CA
(37.77010787600045, -122.18795010699972)"
NARCOTICS,09/02/2014 01:32:00 PM,14-044579,POSSESS NARCOTIC CONTROLLED SUBSTANCE,07X,2300 WEST ST,Oakland,CA,"2300 WEST ST
Oakland, CA
(37.81378272800049, -122.27558639799969)"
STOLEN VEHICLE,08/27/2014 06:00:00 PM,14-043970,VEHICLE THEFT - AUTO,27X,2400 POTTER ST,Oakland,CA,"2400 POTTER ST
Oakland, CA
(37.777582537000455, -122.20207867999972)"
DOMESTIC VIOLENCE,09/02/2014 09:30:00 PM,14-044677,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,27Y,2400 SEMINARY AV,Oakland,CA,"2400 SEMINARY AV
Oakland, CA
(37.769991236000465, -122.1925614319997)"
STOLEN VEHICLE,09/01/2014 11:00:00 PM,14-044524,VEHICLE THEFT - AUTO,32X,1200 107TH AV,Oakland,CA,"1200 107TH AV
Oakland, CA
(37.73617458400048, -122.16977739799972)"
STOLEN AND RECOVERED VEHICLE,09/01/2014 10:00:00 PM,14-044480,VEHICLE THEFT - AUTO,29X,6600 HILLMONT DR,Oakland,CA,"6600 HILLMONT DR
Oakland, CA
(37.776273320000485, -122.17085811899972)"
BURG - RESIDENTIAL,09/01/2014 04:00:00 AM,14-044343,BURGLARY-NO FORCE,13Z,7900 SKYLINE BLVD,Oakland,CA,"7900 SKYLINE BLVD
Oakland, CA
(37.83705768700048, -122.18948779199968)"
DOMESTIC VIOLENCE,09/02/2014 10:30:00 PM,14-044692,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,21X,2300 GRANDE VISTA PL,Oakland,CA,"2300 GRANDE VISTA PL
Oakland, CA
(37.79374326800047, -122.22495763899968)"
BURG - RESIDENTIAL,09/02/2014 07:00:00 AM,14-044669,BURGLARY-FORCIBLE ENTRY,27Y,1600 SEMINARY AV,Oakland,CA,"1600 SEMINARY AV
Oakland, CA
(37.766156957000476, -122.19799216999968)"
DISORDERLY CONDUCT,08/31/2014 12:00:00 AM,14-044354,DISTURB THE PEACE,35X,8900 LAWLOR ST,Oakland,CA,"8900 LAWLOR ST
Oakland, CA
(37.75711450200049, -122.15958254899971)"
PETTY THEFT,08/29/2014 03:30:00 PM,14-044422,THEFT,17X,800 E 17TH ST,Oakland,CA,"800 E 17TH ST
Oakland, CA
(37.79546370300045, -122.24845454499967)"
MISDEMEANOR ASSAULT,08/20/2014 12:00:00 AM,14-042270,BATTERY,32Y,10700 MACARTHUR BLVD,Oakland,CA,"10700 MACARTHUR BLVD
Oakland, CA
(37.74210537900046, -122.1512060719997)"
ROBBERY,08/27/2014 05:40:00 PM,14-043613,"ROBBERY/INHABITED DWELLING - STRONGARM (HANDS, FISTS, FEET)",02Y,1600 8TH ST,Oakland,CA,"1600 8TH ST
Oakland, CA
(37.80705129000046, -122.2975053399997)"
FELONY ASSAULT,09/02/2014 12:25:00 AM,14-044469,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,21X,1700 24TH AV,Oakland,CA,"1700 24TH AV
Oakland, CA
(37.78501925500046, -122.23189295099968)"
FELONY ASSAULT,09/02/2014 12:30:00 AM,14-044482,EXHIBIT FIREARM,30X,1400 74TH AV,Oakland,CA,"1400 74TH AV
Oakland, CA
(37.75883677800044, -122.1861470559997)"
STOLEN VEHICLE,08/28/2014 08:00:00 PM,14-044399,VEHICLE THEFT - AUTO,32X,10800 PACKARD ST.,Oakland,CA,"10800 PACKARD ST.
Oakland, CA
(37.73850512200045, -122.1622026719997)"
BURG - OTHER,09/02/2014 04:00:00 PM,14-044646,BURGLARY-FORCIBLE ENTRY,31X,8500 PARDEE DR,Oakland,CA,"8500 PARDEE DR
Oakland, CA
(37.730567030000486, -122.2021110979997)"
MISDEMEANOR ASSAULT,08/31/2014 08:00:00 PM,14-044309,FIGHT/CHALLENGE IN PUBLIC PLACE,19X,800 7TH AV,Oakland,CA,"800 7TH AV
Oakland, CA
(37.751616313000454, -122.1935236219997)"
NARCOTICS,09/02/2014 04:15:00 PM,14-044615,POSSESS NARCOTIC CONTROLLED SUBSTANCE,06X,900 34TH ST,Oakland,CA,"900 34TH ST
Oakland, CA
(37.82478736100046, -122.27575275699968)"
OTHER,08/21/2014 12:00:00 AM,14-042433,BURGLARY-FORCIBLE ENTRY,33X,1200 90TH AV,Oakland,CA,"1200 90TH AV
Oakland, CA
(37.74829428400045, -122.17778806099972)"
MISDEMEANOR ASSAULT,08/29/2014 12:00:00 AM,14-043896,DISTURB THE PEACE,32Y,2300 WARNER AV,Oakland,CA,"2300 WARNER AV
Oakland, CA
(37.74774487500048, -122.15975306099972)"
FELONY ASSAULT,09/01/2014 09:45:00 PM,14-044455,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,22Y,2800 MACARTHUR BLVD,Oakland,CA,"2800 MACARTHUR BLVD
Oakland, CA
(37.79855217500045, -122.2086441129997)"
BURG - COMMERCIAL,08/31/2014 05:00:00 PM,14-044629,BURGLARY-FORCIBLE ENTRY,31Y,600 HEGENBERGER RD,Oakland,CA,"600 HEGENBERGER RD
Oakland, CA
(37.74563251400048, -122.19590538799969)"
STOLEN VEHICLE,09/01/2014 07:00:00 PM,14-044543,VEHICLE THEFT - AUTO,34X,1600 85TH AV,Oakland,CA,"1600 85TH AV
Oakland, CA
(37.75441235800048, -122.17563281599968)"
FELONY ASSAULT,09/01/2014 03:50:00 PM,14-044413,EXHIBIT FIREARM,30X,1600 82ND AV,Oakland,CA,"1600 82ND AV
Oakland, CA
(37.756715160000454, -122.17725685999972)"
STOLEN VEHICLE,08/30/2014 01:00:00 PM,14-044467,VEHICLE THEFT - OTHER VEHICLES,11X,700 54TH ST,Oakland,CA,"700 54TH ST
Oakland, CA
(37.83920816700049, -122.26723278499969)"
BURG - OTHER,08/30/2014 05:00:00 PM,14-044601,BURGLARY-NO FORCE,19X,1400 1ST AVENUE PL,Oakland,CA,"1400 1ST AVENUE PL
Oakland, CA
(37.798731320000456, -122.25708766999969)"
ROBBERY,08/29/2014 07:30:00 PM,14-044378,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",28X,6000 SEMINARY AV,Oakland,CA,"6000 SEMINARY AV
Oakland, CA
(37.7800406020005, -122.17716952599972)"
STOLEN VEHICLE,09/01/2014 01:00:00 PM,14-044527,VEHICLE THEFT - AUTO,35X,9000 PALMERA CT,Oakland,CA,"9000 PALMERA CT
Oakland, CA
(37.75534213800046, -122.1616836339997)"
STOLEN VEHICLE,09/01/2014 04:00:00 PM,14-044507,VEHICLE THEFT - AUTO,18Y,2400 19TH AV,Oakland,CA,"2400 19TH AV
Oakland, CA
(37.79378933200047, -122.2339317099997)"
MISDEMEANOR ASSAULT,09/02/2014 07:54:00 PM,14-044446,BATTERY,27X,6200 HILTON ST,Oakland,CA,"6200 HILTON ST
Oakland, CA
(37.767985259000454, -122.19133149199968)"
FELONY ASSAULT,09/01/2014 11:50:00 AM,14-044395,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,28X,4400 CAMDEN ST,Oakland,CA,"4400 CAMDEN ST
Oakland, CA
(37.78473839500049, -122.19696189899969)"
NARCOTICS,09/02/2014 04:08:00 PM,14-044618,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,31Z,10400 EDES AV,Oakland,CA,"10400 EDES AV
Oakland, CA
(37.733823680000455, -122.17887674499968)"
PETTY THEFT,09/03/2014 02:37:00 AM,14-044711,VANDALISM,34X,1400 98TH AV,Oakland,CA,"1400 98TH AV
Oakland, CA
(37.744405249000465, -122.1703633619997)"
STOLEN VEHICLE,08/30/2014 02:00:00 PM,14-044681,VEHICLE THEFT - AUTO,30X,1400 81ST AV,Oakland,CA,"1400 81ST AV
Oakland, CA
(37.756145794000474, -122.18053125599971)"
PETTY THEFT,09/04/2014 10:00:00 AM,14-045010,VANDALISM [UNDER $400],21X,2100 24TH AV,Oakland,CA,"2100 24TH AV
Oakland, CA
(37.78752026200044, -122.2294759669997)"
MISDEMEANOR ASSAULT,09/03/2014 07:18:00 AM,14-044728,BATTERY,31Z,300 105TH AV,Oakland,CA,"300 105TH AV
Oakland, CA
(37.725866271000484, -122.18230039699972)"
MISDEMEANOR ASSAULT,09/02/2014 01:45:00 PM,14-044608,BATTERY,04X,1400 CASTRO ST,Oakland,CA,"1400 CASTRO ST
Oakland, CA
(37.80673259600047, -122.2770388029997)"
DOMESTIC VIOLENCE,09/03/2014 11:00:00 PM,14-044935,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,27Y,6200 HILTON ST,Oakland,CA,"6200 HILTON ST
Oakland, CA
(37.767985259000454, -122.19133149199968)"
ROBBERY,09/03/2014 09:00:00 PM,14-044918,ATTEMPTED ROBBERY-STRONG-ARM,33X,8600 E ST,Oakland,CA,"8600 E ST
Oakland, CA
(37.749461932000486, -122.18297002299971)"
STOLEN VEHICLE,09/03/2014 03:00:00 PM,14-044826,TAKE VEHICLE - AUTO - W/O OWNER'S CONSENT/VEH THEFT W/PR (AMENDED),06X,3100 SAN PABLO AV,Oakland,CA,"3100 SAN PABLO AV
Oakland, CA
(37.82171998600046, -122.27677713499969)"
STOLEN VEHICLE,08/29/2014 02:00:00 PM,14-044658,VEHICLE THEFT - AUTO,17Y,1000 E 24TH ST,Oakland,CA,"1000 E 24TH ST
Oakland, CA
(37.79860457500047, -122.24032753599971)"
STOLEN VEHICLE,09/28/2014 12:00:00 PM,14-044607,VEHICLE THEFT - AUTO,09X,300 MONTE VISTA AV,Oakland,CA,"300 MONTE VISTA AV
Oakland, CA
(37.82275473600049, -122.25000271499971)"
BURG - COMMERCIAL,08/29/2014 08:00:00 PM,14-044565,BURGLARY-NO FORCE,01X,100 FRANKLIN ST,Oakland,CA,"100 FRANKLIN ST
Oakland, CA
(37.79500090400046, -122.27545676499972)"
STOLEN VEHICLE,09/04/2014 11:35:00 AM,14-045005,VEHICLE THEFT - AUTO,17Y,2200 13TH AV,Oakland,CA,"2200 13TH AV
Oakland, CA
(37.79519676300049, -122.23963217899973)"
DOMESTIC VIOLENCE,09/03/2014 08:30:00 AM,14-044762,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,16X,400 CRESCENT ST,Oakland,CA,"400 CRESCENT ST
Oakland, CA
(37.814758182000446, -122.24898852499967)"
BRANDISHING,09/03/2014 05:00:00 PM,14-044869,EXHIBIT FIREARM,31Y,700 98TH AV,Oakland,CA,"700 98TH AV
Oakland, CA
(37.737177069000495, -122.18216097099969)"
MISDEMEANOR ASSAULT,09/02/2014 11:06:00 PM,14-044705,BATTERY,26X,800 66TH AV,Oakland,CA,"800 66TH AV
Oakland, CA
(37.755992500000445, -122.20278454399971)"
ROBBERY,09/02/2014 09:43:00 PM,14-044679,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",17X,1600 5TH AV,Oakland,CA,"1600 5TH AV
Oakland, CA
(37.80490704200048, -122.29864168299969)"
ROBBERY,08/29/2014 06:45:00 PM,14-043988,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",32Y,10000 MACARTHUR BLVD,Oakland,CA,"10000 MACARTHUR BLVD
Oakland, CA
(37.745874493000485, -122.15604335099971)"
NARCOTICS,09/03/2014 11:05:00 PM,14-044922,POSSESS CONTROLLED SUBSTANCE,05Y,1800 MANDELA PKWY,Oakland,CA,"1800 MANDELA PKWY
Oakland, CA
(37.81380179900049, -122.2902259769997)"
STOLEN VEHICLE,09/01/2014 08:30:00 PM,14-044602,VEHICLE THEFT - AUTO,17Y,2200 8TH AV,Oakland,CA,"2200 8TH AV
Oakland, CA
(37.79887715200044, -122.2437815449997)"
STOLEN VEHICLE,09/01/2014 11:00:00 PM,14-044805,VEHICLE THEFT - AUTO,27X,5000 YGNACIO AV,Oakland,CA,"5000 YGNACIO AV
Oakland, CA
(37.7735473730005, -122.20559246299968)"
PETTY THEFT,09/04/2014 12:00:00 AM,14-044926,VANDALISM,30X,7400 ARTHUR ST,Oakland,CA,"7400 ARTHUR ST
Oakland, CA
(37.76303196900045, -122.17980801199968)"
BURG - RESIDENTIAL,09/03/2014 08:30:00 AM,14-044974,BURGLARY-FORCIBLE ENTRY,30X,2600 67TH AV,Oakland,CA,"2600 67TH AV
Oakland, CA
(37.767157936000444, -122.18372920999968)"
MISDEMEANOR ASSAULT,09/03/2014 01:00:00 AM,14-044713,SHOOT AT INHABITED DWELLING/VEHICLE/ETC,10Y,4700 WEST ST,Oakland,CA,"4700 WEST ST
Oakland, CA
(37.83546522500046, -122.2696338989997)"
STOLEN VEHICLE,09/03/2014 07:00:00 PM,14-044952,VEHICLE THEFT - AUTO,18Y,1800 E 24TH ST,Oakland,CA,"1800 E 24TH ST
Oakland, CA
(37.79438801900045, -122.2350718889997)"
